% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
1.999	1	2	200	10	1	28	9422	0	0
2	1	1	201	1	2	28	9422	0	0
2.001	1	2	201	2	1	28	9422	0	0
2.003	1	1	201	4	2	28	9422	0	0
2.004	1	2	201	5	1	28	9422	0	0
2.005	1	1	201	6	2	28	9422	0	0
2.006	1	2	201	7	1	28	9422	0	0
2.007	1	1	201	8	2	28	9422	0	0
2.008	1	2	201	9	1	28	9422	0	0
2.009	1	1	201	10	2	28	9422	0	0
2.01	1	2	202	1	1	28	9422	0	0
2.012	1	1	202	3	2	28	9422	0	0
2.013	1	2	202	4	1	28	9422	0	0
2.014	1	1	202	5	2	28	9422	0	0
2.015	1	2	202	6	1	28	9422	0	0
2.016	1	1	202	7	2	28	9422	0	0
2.017	1	2	202	8	1	28	9422	0	0
2.018	1	1	202	9	2	28	9422	0	0
2.019	1	2	202	10	1	28	9422	0	0
2.021	1	1	203	2	2	28	9422	0	0
2.022	1	2	203	3	1	28	9422	0	0
2.023	1	1	203	4	2	28	9422	0	0
2.024	1	2	203	5	1	28	9422	0	0
2.025	1	1	203	6	2	28	9422	0	0
2.026	1	2	203	7	1	28	9422	0	0
2.027	1	1	203	8	2	28	9422	0	0
2.028	1	2	203	9	1	28	9422	0	0
2.03	1	1	204	1	2	28	9422	0	0
2.031	1	2	204	2	1	28	9422	0	0
2.032	1	1	204	3	2	28	9422	0	0
2.033	1	2	204	4	1	28	9422	0	0
2.034	1	1	204	5	2	28	9422	0	0
2.035	1	2	204	6	1	28	9422	0	0
2.036	1	1	204	7	2	28	9422	0	0
2.037	1	2	204	8	1	28	9422	0	0
2.039	1	1	204	10	2	28	9422	0	0
2.04	1	2	205	1	1	28	9422	0	0
2.041	1	1	205	2	2	28	9422	0	0
2.042	1	2	205	3	1	28	9422	0	0
2.043	1	1	205	4	2	28	9422	0	0
2.044	1	2	205	5	1	28	9422	0	0
2.045	1	1	205	6	2	28	9422	0	0
2.046	1	2	205	7	1	28	9422	0	0
2.048	1	1	205	9	2	28	9422	0	0
2.049	1	2	205	10	1	28	9422	0	0
2.05	1	1	206	1	2	28	9422	0	0
2.051	1	2	206	2	1	28	9422	0	0
2.052	1	1	206	3	2	28	9422	0	0
2.053	1	2	206	4	1	28	9422	0	0
2.054	1	1	206	5	2	28	9422	0	0
2.055	1	2	206	6	1	28	9422	0	0
2.056	1	1	206	7	2	28	9422	0	0
2.057	1	2	206	8	1	28	9422	0	0
2.059	1	1	206	10	2	28	9422	0	0
2.06	1	2	207	1	1	28	9422	0	0
2.061	1	1	207	2	2	28	9422	0	0
2.062	1	2	207	3	1	28	9422	0	0
2.063	1	1	207	4	2	28	9422	0	0
2.064	1	2	207	5	1	28	9422	0	0
2.065	1	1	207	6	2	28	9422	0	0
2.066	1	2	207	7	1	28	9422	0	0
2.068	1	1	207	9	2	28	9422	0	0
2.069	1	2	207	10	1	28	9422	0	0
2.07	1	1	208	1	2	28	9422	0	0
2.071	1	2	208	2	1	28	9422	0	0
2.072	1	1	208	3	2	28	9422	0	0
2.073	1	2	208	4	1	28	9422	0	0
2.074	1	1	208	5	2	28	9422	0	0
2.075	1	2	208	6	1	28	9422	0	0
2.077	1	1	208	8	2	28	9422	0	0
2.078	1	2	208	9	1	28	9422	0	0
2.079	1	1	208	10	2	28	9422	0	0
2.08	1	2	209	1	1	28	9422	0	0
2.081	1	1	209	2	2	28	9422	0	0
2.082	1	2	209	3	1	28	9422	0	0
2.083	1	1	209	4	2	28	9422	0	0
2.084	1	2	209	5	1	28	9422	0	0
2.086	1	1	209	7	2	28	9422	0	0
2.087	1	2	209	8	1	28	9422	0	0
2.088	1	1	209	9	2	28	9422	0	0
2.089	1	2	209	10	1	28	9422	0	0
2.09	1	1	210	1	2	28	9422	0	0
2.091	1	2	210	2	1	28	9422	0	0
2.092	1	1	210	3	2	28	9422	0	0
2.093	1	2	210	4	1	28	9422	0	0
2.095	1	1	210	6	2	28	9422	0	0
2.096	1	2	210	7	1	28	9422	0	0
2.097	1	1	210	8	2	28	9422	0	0
2.098	1	2	210	9	1	28	9422	0	0
2.099	1	1	210	10	2	28	9422	0	0
2.1	1	2	211	1	1	28	9422	0	0
2.101	1	1	211	2	2	28	9422	0	0
2.102	1	2	211	3	1	28	9422	0	0
2.104	1	1	211	5	2	28	9422	0	0
2.105	1	2	211	6	1	28	9422	0	0
2.106	1	1	211	7	2	28	9422	0	0
2.107	1	2	211	8	1	28	9422	0	0
2.108	1	1	211	9	2	28	9422	0	0
2.109	1	2	211	10	1	28	9422	0	0
2.11	1	1	212	1	2	28	9422	0	0
2.111	1	2	212	2	1	28	9422	0	0
2.112	1	1	212	3	2	28	9422	0	0
2.113	1	2	212	4	1	28	9422	0	0
2.115	1	1	212	6	2	28	9422	0	0
2.116	1	2	212	7	1	28	9422	0	0
2.117	1	1	212	8	2	28	9422	0	0
2.118	1	2	212	9	1	28	9422	0	0
2.119	1	1	212	10	2	28	9422	0	0
2.12	1	2	213	1	1	28	9422	0	0
2.121	1	1	213	2	2	28	9422	0	0
2.122	1	2	213	3	1	28	9422	0	0
2.124	1	1	213	5	2	28	9422	0	0
2.125	1	2	213	6	1	28	9422	0	0
2.126	1	1	213	7	2	28	9422	0	0
2.127	1	2	213	8	1	28	9422	0	0
2.128	1	1	213	9	2	28	9422	0	0
2.129	1	2	213	10	1	28	9422	0	0
2.13	1	1	214	1	2	28	9422	0	0
2.131	1	2	214	2	1	28	9422	0	0
2.133	1	1	214	4	2	28	9422	0	0
2.134	1	2	214	5	1	28	9422	0	0
2.135	1	1	214	6	2	28	9422	0	0
2.136	1	2	214	7	1	28	9422	0	0
2.137	1	1	214	8	2	28	9422	0	0
2.138	1	2	214	9	1	28	9422	0	0
2.139	1	1	214	10	2	28	9422	0	0
2.14	1	2	215	1	1	28	9422	0	0
2.142	1	1	215	3	2	28	9422	0	0
2.143	1	2	215	4	1	28	9422	0	0
2.144	1	1	215	5	2	28	9422	0	0
2.145	1	2	215	6	1	28	9422	0	0
2.146	1	1	215	7	2	28	9422	0	0
2.147	1	2	215	8	1	28	9422	0	0
2.148	1	1	215	9	2	28	9422	0	0
2.149	1	2	215	10	1	28	9422	0	0
2.151	1	1	216	2	2	28	9422	0	0
2.152	1	2	216	3	1	28	9422	0	0
2.153	1	1	216	4	2	28	9422	0	0
2.154	1	2	216	5	1	28	9422	0	0
2.155	1	1	216	6	2	28	9422	0	0
2.156	1	2	216	7	1	28	9422	0	0
2.157	1	1	216	8	2	28	9422	0	0
2.158	1	2	216	9	1	28	9422	0	0
2.16	1	1	217	1	2	28	9422	0	0
2.161	1	2	217	2	1	28	9422	0	0
2.162	1	1	217	3	2	28	9422	0	0
2.163	1	2	217	4	1	28	9422	0	0
2.164	1	1	217	5	2	28	9422	0	0
2.165	1	2	217	6	1	28	9422	0	0
2.166	1	1	217	7	2	28	9422	0	0
2.167	1	2	217	8	1	28	9422	0	0
2.168	1	1	217	9	2	28	9422	0	0
2.169	1	2	217	10	1	28	9422	0	0
2.171	1	1	218	2	2	28	9422	0	0
2.172	1	2	218	3	1	28	9422	0	0
2.173	1	1	218	4	2	28	9422	0	0
2.174	1	2	218	5	1	28	9422	0	0
2.175	1	1	218	6	2	28	9422	0	0
2.176	1	2	218	7	1	28	9422	0	0
2.177	1	1	218	8	2	28	9422	0	0
2.178	1	2	218	9	1	28	9422	0	0
2.18	1	1	219	1	2	28	9422	0	0
2.181	1	2	219	2	1	28	9422	0	0
2.182	1	1	219	3	2	28	9422	0	0
2.183	1	2	219	4	1	28	9422	0	0
2.184	1	1	219	5	2	28	9422	0	0
2.185	1	2	219	6	1	28	9422	0	0
2.186	1	1	219	7	2	28	9422	0	0
2.187	1	2	219	8	1	28	9422	0	0
2.189	1	1	219	10	2	28	9422	0	0
2.19	1	2	220	1	1	28	9422	0	0
2.191	1	1	220	2	2	28	9422	0	0
2.192	1	2	220	3	1	28	9422	0	0
2.193	1	1	220	4	2	28	9422	0	0
2.194	1	2	220	5	1	28	9422	0	0
2.195	1	1	220	6	2	28	9422	0	0
2.196	1	2	220	7	1	28	9422	0	0
2.198	1	1	220	9	2	28	9422	0	0
2.199	1	2	220	10	1	28	9422	0	0
2.2	1	1	221	1	2	28	9422	0	0
2.201	1	2	221	2	1	28	9422	0	0
2.202	1	1	221	3	2	28	9422	0	0
2.203	1	2	221	4	1	28	9422	0	0
2.204	1	1	221	5	2	28	9422	0	0
2.205	1	2	221	6	1	28	9422	0	0
2.207	1	1	221	8	2	28	9422	0	0
2.208	1	2	221	9	1	28	9422	0	0
2.209	1	1	221	10	2	28	9422	0	0
2.21	1	2	222	1	1	28	9422	0	0
2.211	1	1	222	2	2	28	9422	0	0
2.212	1	2	222	3	1	28	9422	0	0
2.213	1	1	222	4	2	28	9422	0	0
2.214	1	2	222	5	1	28	9422	0	0
2.216	1	1	222	7	2	28	9422	0	0
2.217	1	2	222	8	1	28	9422	0	0
2.218	1	1	222	9	2	28	9422	0	0
2.219	1	2	222	10	1	28	9422	0	0
2.22	1	1	223	1	2	28	9422	0	0
2.221	1	2	223	2	1	28	9422	0	0
2.222	1	1	223	3	2	28	9422	0	0
2.223	1	2	223	4	1	28	9422	0	0
2.224	1	1	223	5	2	28	9422	0	0
2.225	1	2	223	6	1	28	9422	0	0
2.227	1	1	223	8	2	28	9422	0	0
2.228	1	2	223	9	1	28	9422	0	0
2.229	1	1	223	10	2	28	9422	0	0
2.23	1	2	224	1	1	28	9422	0	0
2.231	1	1	224	2	2	28	9422	0	0
2.232	1	2	224	3	1	28	9422	0	0
2.233	1	1	224	4	2	28	9422	0	0
2.234	1	2	224	5	1	28	9422	0	0
2.236	1	1	224	7	2	28	9422	0	0
2.237	1	2	224	8	1	28	9422	0	0
2.238	1	1	224	9	2	28	9422	0	0
2.239	1	2	224	10	1	28	9422	0	0
2.24	1	1	225	1	2	28	9422	0	0
2.241	1	2	225	2	1	28	9422	0	0
2.242	1	1	225	3	2	28	9422	0	0
2.243	1	2	225	4	1	28	9422	0	0
2.245	1	1	225	6	2	28	9422	0	0
2.246	1	2	225	7	1	28	9422	0	0
2.247	1	1	225	8	2	28	9422	0	0
2.248	1	2	225	9	1	28	9422	0	0
2.249	1	1	225	10	2	28	9422	0	0
2.25	1	2	226	1	1	28	9422	0	0
2.251	1	1	226	2	2	28	9422	0	0
2.252	1	2	226	3	1	28	9422	0	0
2.254	1	1	226	5	2	28	9422	0	0
2.255	1	2	226	6	1	28	9422	0	0
2.256	1	1	226	7	2	28	9422	0	0
2.257	1	2	226	8	1	28	9422	0	0
2.258	1	1	226	9	2	28	9422	0	0
2.259	1	2	226	10	1	28	9422	0	0
2.26	1	1	227	1	2	28	9422	0	0
2.261	1	2	227	2	1	28	9422	0	0
2.263	1	1	227	4	2	28	9422	0	0
2.264	1	2	227	5	1	28	9422	0	0
2.265	1	1	227	6	2	28	9422	0	0
2.266	1	2	227	7	1	28	9422	0	0
2.267	1	1	227	8	2	28	9422	0	0
2.268	1	2	227	9	1	28	9422	0	0
2.269	1	1	227	10	2	28	9422	0	0
2.27	1	2	228	1	1	28	9422	0	0
2.272	1	1	228	3	2	28	9422	0	0
2.273	1	2	228	4	1	28	9422	0	0
2.274	1	1	228	5	2	28	9422	0	0
2.275	1	2	228	6	1	28	9422	0	0
2.276	1	1	228	7	2	28	9422	0	0
2.277	1	2	228	8	1	28	9422	0	0
2.278	1	1	228	9	2	28	9422	0	0
2.279	1	2	228	10	1	28	9422	0	0
2.28	1	1	229	1	2	28	9422	0	0
2.281	1	2	229	2	1	28	9422	0	0
2.283	1	1	229	4	2	28	9422	0	0
2.284	1	2	229	5	1	28	9422	0	0
2.285	1	1	229	6	2	28	9422	0	0
2.286	1	2	229	7	1	28	9422	0	0
2.287	1	1	229	8	2	28	9422	0	0
2.288	1	2	229	9	1	28	9422	0	0
2.289	1	1	229	10	2	28	9422	0	0
2.29	1	2	230	1	1	28	9422	0	0
2.292	1	1	230	3	2	28	9422	0	0
2.293	1	2	230	4	1	28	9422	0	0
2.294	1	1	230	5	2	28	9422	0	0
2.295	1	2	230	6	1	28	9422	0	0
2.296	1	1	230	7	2	28	9422	0	0
2.297	1	2	230	8	1	28	9422	0	0
2.298	1	1	230	9	2	28	9422	0	0
2.299	1	2	230	10	1	28	9422	0	0
2.301	1	1	231	2	2	28	9422	0	0
2.302	1	2	231	3	1	28	9422	0	0
2.303	1	1	231	4	2	28	9422	0	0
2.304	1	2	231	5	1	28	9422	0	0
2.305	1	1	231	6	2	28	9422	0	0
2.306	1	2	231	7	1	28	9422	0	0
2.307	1	1	231	8	2	28	9422	0	0
2.308	1	2	231	9	1	28	9422	0	0
2.31	1	1	232	1	2	28	9422	0	0
2.311	1	2	232	2	1	28	9422	0	0
2.312	1	1	232	3	2	28	9422	0	0
2.313	1	2	232	4	1	28	9422	0	0
2.314	1	1	232	5	2	28	9422	0	0
2.315	1	2	232	6	1	28	9422	0	0
2.316	1	1	232	7	2	28	9422	0	0
2.317	1	2	232	8	1	28	9422	0	0
2.319	1	1	232	10	2	28	9422	0	0
2.32	1	2	233	1	1	28	9422	0	0
2.321	1	1	233	2	2	28	9422	0	0
2.322	1	2	233	3	1	28	9422	0	0
2.323	1	1	233	4	2	28	9422	0	0
2.324	1	2	233	5	1	28	9422	0	0
2.325	1	1	233	6	2	28	9422	0	0
2.326	1	2	233	7	1	28	9422	0	0
2.328	1	1	233	9	2	28	9422	0	0
2.329	1	2	233	10	1	28	9422	0	0
2.33	1	1	234	1	2	28	9422	0	0
2.331	1	2	234	2	1	28	9422	0	0
2.332	1	1	234	3	2	28	9422	0	0
2.333	1	2	234	4	1	28	9422	0	0
2.334	1	1	234	5	2	28	9422	0	0
2.335	1	2	234	6	1	28	9422	0	0
2.336	1	1	234	7	2	28	9422	0	0
2.337	1	2	234	8	1	28	9422	0	0
2.339	1	1	234	10	2	28	9422	0	0
2.34	1	2	235	1	1	28	9422	0	0
2.341	1	1	235	2	2	28	9422	0	0
2.342	1	2	235	3	1	28	9422	0	0
2.343	1	1	235	4	2	28	9422	0	0
2.344	1	2	235	5	1	28	9422	0	0
2.345	1	1	235	6	2	28	9422	0	0
2.346	1	2	235	7	1	28	9422	0	0
2.348	1	1	235	9	2	28	9422	0	0
2.349	1	2	235	10	1	28	9422	0	0
2.35	1	1	236	1	2	28	9422	0	0
2.351	1	2	236	2	1	28	9422	0	0
2.352	1	1	236	3	2	28	9422	0	0
2.353	1	2	236	4	1	28	9422	0	0
2.354	1	1	236	5	2	28	9422	0	0
2.355	1	2	236	6	1	28	9422	0	0
2.357	1	1	236	8	2	28	9422	0	0
2.358	1	2	236	9	1	28	9422	0	0
2.359	1	1	236	10	2	28	9422	0	0
2.36	1	2	237	1	1	28	9422	0	0
2.361	1	1	237	2	2	28	9422	0	0
2.362	1	2	237	3	1	28	9422	0	0
2.363	1	1	237	4	2	28	9422	0	0
2.364	1	2	237	5	1	28	9422	0	0
2.366	1	1	237	7	2	28	9422	0	0
2.367	1	2	237	8	1	28	9422	0	0
2.368	1	1	237	9	2	28	9422	0	0
2.369	1	2	237	10	1	28	9422	0	0
2.37	1	1	238	1	2	28	9422	0	0
2.371	1	2	238	2	1	28	9422	0	0
2.372	1	1	238	3	2	28	9422	0	0
2.373	1	2	238	4	1	28	9422	0	0
2.375	1	1	238	6	2	28	9422	0	0
2.376	1	2	238	7	1	28	9422	0	0
2.377	1	1	238	8	2	28	9422	0	0
2.378	1	2	238	9	1	28	9422	0	0
2.379	1	1	238	10	2	28	9422	0	0
2.38	1	2	239	1	1	28	9422	0	0
2.381	1	1	239	2	2	28	9422	0	0
2.382	1	2	239	3	1	28	9422	0	0
2.384	1	1	239	5	2	28	9422	0	0
2.385	1	2	239	6	1	28	9422	0	0
2.386	1	1	239	7	2	28	9422	0	0
2.387	1	2	239	8	1	28	9422	0	0
2.388	1	1	239	9	2	28	9422	0	0
2.389	1	2	239	10	1	28	9422	0	0
2.39	1	1	240	1	2	28	9422	0	0
2.391	1	2	240	2	1	28	9422	0	0
2.392	1	1	240	3	2	28	9422	0	0
2.393	1	2	240	4	1	28	9422	0	0
2.395	1	1	240	6	2	28	9422	0	0
2.396	1	2	240	7	1	28	9422	0	0
2.397	1	1	240	8	2	28	9422	0	0
2.398	1	2	240	9	1	28	9422	0	0
2.399	1	1	240	10	2	28	9422	0	0
2.4	1	2	241	1	1	28	9422	0	0
2.401	1	1	241	2	2	28	9422	0	0
2.402	1	2	241	3	1	28	9422	0	0
2.404	1	1	241	5	2	28	9422	0	0
2.405	1	2	241	6	1	28	9422	0	0
2.406	1	1	241	7	2	28	9422	0	0
2.407	1	2	241	8	1	28	9422	0	0
2.408	1	1	241	9	2	28	9422	0	0
2.409	1	2	241	10	1	28	9422	0	0
2.41	1	1	242	1	2	28	9422	0	0
2.411	1	2	242	2	1	28	9422	0	0
2.413	1	1	242	4	2	28	9422	0	0
2.414	1	2	242	5	1	28	9422	0	0
2.415	1	1	242	6	2	28	9422	0	0
2.416	1	2	242	7	1	28	9422	0	0
2.417	1	1	242	8	2	28	9422	0	0
2.418	1	2	242	9	1	28	9422	0	0
2.419	1	1	242	10	2	28	9422	0	0
2.42	1	2	243	1	1	28	9422	0	0
2.422	1	1	243	3	2	28	9422	0	0
2.423	1	2	243	4	1	28	9422	0	0
2.424	1	1	243	5	2	28	9422	0	0
2.425	1	2	243	6	1	28	9422	0	0
2.426	1	1	243	7	2	28	9422	0	0
2.427	1	2	243	8	1	28	9422	0	0
2.428	1	1	243	9	2	28	9422	0	0
2.429	1	2	243	10	1	28	9422	0	0
2.431	1	1	244	2	2	28	9422	0	0
2.432	1	2	244	3	1	28	9422	0	0
2.433	1	1	244	4	2	28	9422	0	0
2.434	1	2	244	5	1	28	9422	0	0
2.435	1	1	244	6	2	28	9422	0	0
2.436	1	2	244	7	1	28	9422	0	0
2.437	1	1	244	8	2	28	9422	0	0
2.438	1	2	244	9	1	28	9422	0	0
2.44	1	1	245	1	2	28	9422	0	0
2.441	1	2	245	2	1	28	9422	0	0
2.442	1	1	245	3	2	28	9422	0	0
2.443	1	2	245	4	1	28	9422	0	0
2.444	1	1	245	5	2	28	9422	0	0
2.445	1	2	245	6	1	28	9422	0	0
2.446	1	1	245	7	2	28	9422	0	0
2.447	1	2	245	8	1	28	9422	0	0
2.448	1	1	245	9	2	28	9422	0	0
2.449	1	2	245	10	1	28	9422	0	0
2.451	1	1	246	2	2	28	9422	0	0
2.452	1	2	246	3	1	28	9422	0	0
2.453	1	1	246	4	2	28	9422	0	0
2.454	1	2	246	5	1	28	9422	0	0
2.455	1	1	246	6	2	28	9422	0	0
2.456	1	2	246	7	1	28	9422	0	0
2.457	1	1	246	8	2	28	9422	0	0
2.458	1	2	246	9	1	28	9422	0	0
2.46	1	1	247	1	2	28	9422	0	0
2.461	1	2	247	2	1	28	9422	0	0
2.462	1	1	247	3	2	28	9422	0	0
2.463	1	2	247	4	1	28	9422	0	0
2.464	1	1	247	5	2	28	9422	0	0
2.465	1	2	247	6	1	28	9422	0	0
2.466	1	1	247	7	2	28	9422	0	0
2.467	1	2	247	8	1	28	9422	0	0
2.469	1	1	247	10	2	28	9422	0	0
2.47	1	2	248	1	1	28	9422	0	0
2.471	1	1	248	2	2	28	9422	0	0
2.472	1	2	248	3	1	28	9422	0	0
2.473	1	1	248	4	2	28	9422	0	0
2.474	1	2	248	5	1	28	9422	0	0
2.475	1	1	248	6	2	28	9422	0	0
2.476	1	2	248	7	1	28	9422	0	0
2.478	1	1	248	9	2	28	9422	0	0
2.479	1	2	248	10	1	28	9422	0	0
2.48	1	1	249	1	2	28	9422	0	0
2.481	1	2	249	2	1	28	9422	0	0
2.482	1	1	249	3	2	28	9422	0	0
2.483	1	2	249	4	1	28	9422	0	0
2.484	1	1	249	5	2	28	9422	0	0
2.485	1	2	249	6	1	28	9422	0	0
2.487	1	1	249	8	2	28	9422	0	0
2.488	1	2	249	9	1	28	9422	0	0
2.489	1	1	249	10	2	28	9422	0	0
2.49	1	2	250	1	1	28	9422	0	0
2.491	1	1	250	2	2	28	9422	0	0
2.492	1	2	250	3	1	28	9422	0	0
2.493	1	1	250	4	2	28	9422	0	0
2.494	1	2	250	5	1	28	9422	0	0
2.496	1	1	250	7	2	28	9422	0	0
2.497	1	2	250	8	1	28	9422	0	0
2.498	1	1	250	9	2	28	9422	0	0
2.499	1	2	250	10	1	28	9422	0	0
2.5	1	1	251	1	2	28	9422	0	0
2.501	1	2	251	2	1	28	9422	0	0
2.502	1	1	251	3	2	28	9422	0	0
2.503	1	2	251	4	1	28	9422	0	0
2.504	1	1	251	5	2	28	9422	0	0
2.505	1	2	251	6	1	28	9422	0	0
2.507	1	1	251	8	2	28	9422	0	0
2.508	1	2	251	9	1	28	9422	0	0
2.509	1	1	251	10	2	28	9422	0	0
2.51	1	2	252	1	1	28	9422	0	0
2.511	1	1	252	2	2	28	9422	0	0
2.512	1	2	252	3	1	28	9422	0	0
2.513	1	1	252	4	2	28	9422	0	0
2.514	1	2	252	5	1	28	9422	0	0
2.516	1	1	252	7	2	28	9422	0	0
2.517	1	2	252	8	1	28	9422	0	0
2.518	1	1	252	9	2	28	9422	0	0
2.519	1	2	252	10	1	28	9422	0	0
2.52	1	1	253	1	2	28	9422	0	0
2.521	1	2	253	2	1	28	9422	0	0
2.522	1	1	253	3	2	28	9422	0	0
2.523	1	2	253	4	1	28	9422	0	0
2.525	1	1	253	6	2	28	9422	0	0
2.526	1	2	253	7	1	28	9422	0	0
2.527	1	1	253	8	2	28	9422	0	0
2.528	1	2	253	9	1	28	9422	0	0
2.529	1	1	253	10	2	28	9422	0	0
2.53	1	2	254	1	1	28	9422	0	0
2.531	1	1	254	2	2	28	9422	0	0
2.532	1	2	254	3	1	28	9422	0	0
2.534	1	1	254	5	2	28	9422	0	0
2.535	1	2	254	6	1	28	9422	0	0
2.536	1	1	254	7	2	28	9422	0	0
2.537	1	2	254	8	1	28	9422	0	0
2.538	1	1	254	9	2	28	9422	0	0
2.539	1	2	254	10	1	28	9422	0	0
2.54	1	1	255	1	2	28	9422	0	0
2.541	1	2	255	2	1	28	9422	0	0
2.543	1	1	255	4	2	28	9422	0	0
2.544	1	2	255	5	1	28	9422	0	0
2.545	1	1	255	6	2	28	9422	0	0
2.546	1	2	255	7	1	28	9422	0	0
2.547	1	1	255	8	2	28	9422	0	0
2.548	1	2	255	9	1	28	9422	0	0
2.549	1	1	255	10	2	28	9422	0	0
2.55	1	2	256	1	1	28	9422	0	0
2.552	1	1	256	3	2	28	9422	0	0
2.553	1	2	256	4	1	28	9422	0	0
2.554	1	1	256	5	2	28	9422	0	0
2.555	1	2	256	6	1	28	9422	0	0
2.556	1	1	256	7	2	28	9422	0	0
2.557	1	2	256	8	1	28	9422	0	0
2.558	1	1	256	9	2	28	9422	0	0
2.559	1	2	256	10	1	28	9422	0	0
2.56	1	1	257	1	2	28	9422	0	0
2.561	1	2	257	2	1	28	9422	0	0
2.563	1	1	257	4	2	28	9422	0	0
2.564	1	2	257	5	1	28	9422	0	0
2.565	1	1	257	6	2	28	9422	0	0
2.566	1	2	257	7	1	28	9422	0	0
2.567	1	1	257	8	2	28	9422	0	0
2.568	1	2	257	9	1	28	9422	0	0
2.569	1	1	257	10	2	28	9422	0	0
2.57	1	2	258	1	1	28	9422	0	0
2.572	1	1	258	3	2	28	9422	0	0
2.573	1	2	258	4	1	28	9422	0	0
2.574	1	1	258	5	2	28	9422	0	0
2.575	1	2	258	6	1	28	9422	0	0
2.576	1	1	258	7	2	28	9422	0	0
2.577	1	2	258	8	1	28	9422	0	0
2.578	1	1	258	9	2	28	9422	0	0
2.579	1	2	258	10	1	28	9422	0	0
2.581	1	1	259	2	2	28	9422	0	0
2.582	1	2	259	3	1	28	9422	0	0
2.583	1	1	259	4	2	28	9422	0	0
2.584	1	2	259	5	1	28	9422	0	0
2.585	1	1	259	6	2	28	9422	0	0
2.586	1	2	259	7	1	28	9422	0	0
2.587	1	1	259	8	2	28	9422	0	0
2.588	1	2	259	9	1	28	9422	0	0
2.59	1	1	260	1	2	28	9422	0	0
2.591	1	2	260	2	1	28	9422	0	0
2.592	1	1	260	3	2	28	9422	0	0
2.593	1	2	260	4	1	28	9422	0	0
2.594	1	1	260	5	2	28	9422	0	0
2.595	1	2	260	6	1	28	9422	0	0
2.596	1	1	260	7	2	28	9422	0	0
2.597	1	2	260	8	1	28	9422	0	0
2.599	1	1	260	10	2	28	9422	0	0
2.6	1	2	261	1	1	28	9422	0	0
2.601	1	1	261	2	2	28	9422	0	0
2.602	1	2	261	3	1	28	9422	0	0
2.603	1	1	261	4	2	28	9422	0	0
2.604	1	2	261	5	1	28	9422	0	0
2.605	1	1	261	6	2	28	9422	0	0
2.606	1	2	261	7	1	28	9422	0	0
2.608	1	1	261	9	2	28	9422	0	0
2.609	1	2	261	10	1	28	9422	0	0
2.61	1	1	262	1	2	28	9422	0	0
2.611	1	2	262	2	1	28	9422	0	0
2.612	1	1	262	3	2	28	9422	0	0
2.613	1	2	262	4	1	28	9422	0	0
2.614	1	1	262	5	2	28	9422	0	0
2.615	1	2	262	6	1	28	9422	0	0
2.616	1	1	262	7	2	28	9422	0	0
2.617	1	2	262	8	1	28	9422	0	0
2.619	1	1	262	10	2	28	9422	0	0
2.62	1	2	263	1	1	28	9422	0	0
2.621	1	1	263	2	2	28	9422	0	0
2.622	1	2	263	3	1	28	9422	0	0
2.623	1	1	263	4	2	28	9422	0	0
2.624	1	2	263	5	1	28	9422	0	0
2.625	1	1	263	6	2	28	9422	0	0
2.626	1	2	263	7	1	28	9422	0	0
2.628	1	1	263	9	2	28	9422	0	0
2.629	1	2	263	10	1	28	9422	0	0
2.63	1	1	264	1	2	28	9422	0	0
2.631	1	2	264	2	1	28	9422	0	0
2.632	1	1	264	3	2	28	9422	0	0
2.633	1	2	264	4	1	28	9422	0	0
2.634	1	1	264	5	2	28	9422	0	0
2.635	1	2	264	6	1	28	9422	0	0
2.637	1	1	264	8	2	28	9422	0	0
2.638	1	2	264	9	1	28	9422	0	0
2.639	1	1	264	10	2	28	9422	0	0
2.64	1	2	265	1	1	28	9422	0	0
2.641	1	1	265	2	2	28	9422	0	0
2.642	1	2	265	3	1	28	9422	0	0
2.643	1	1	265	4	2	28	9422	0	0
2.644	1	2	265	5	1	28	9422	0	0
2.646	1	1	265	7	2	28	9422	0	0
2.647	1	2	265	8	1	28	9422	0	0
2.648	1	1	265	9	2	28	9422	0	0
2.649	1	2	265	10	1	28	9422	0	0
2.65	1	1	266	1	2	28	9422	0	0
2.651	1	2	266	2	1	28	9422	0	0
2.652	1	1	266	3	2	28	9422	0	0
2.653	1	2	266	4	1	28	9422	0	0
2.655	1	1	266	6	2	28	9422	0	0
2.656	1	2	266	7	1	28	9422	0	0
2.657	1	1	266	8	2	28	9422	0	0
2.658	1	2	266	9	1	28	9422	0	0
2.659	1	1	266	10	2	28	9422	0	0
2.66	1	2	267	1	1	28	9422	0	0
2.661	1	1	267	2	2	28	9422	0	0
2.662	1	2	267	3	1	28	9422	0	0
2.664	1	1	267	5	2	28	9422	0	0
2.665	1	2	267	6	1	28	9422	0	0
2.666	1	1	267	7	2	28	9422	0	0
2.667	1	2	267	8	1	28	9422	0	0
2.668	1	1	267	9	2	28	9422	0	0
2.669	1	2	267	10	1	28	9422	0	0
2.67	1	1	268	1	2	28	9422	0	0
2.671	1	2	268	2	1	28	9422	0	0
2.672	1	1	268	3	2	28	9422	0	0
2.673	1	2	268	4	1	28	9422	0	0
2.675	1	1	268	6	2	28	9422	0	0
2.676	1	2	268	7	1	28	9422	0	0
2.677	1	1	268	8	2	28	9422	0	0
